hidden_1,hidden_2,learning_rate,beta,batch_size,epochs,epsilon,min_samples,clusters,outliers,outlier_percentage,silhouette,dbi,chi,cluster_error,silhouette_error,dbi_error,chi_error,matching_error
64,32,0.0004,0.001,128,50,0.2,30,21,394,5.151673640167364,0.7759044170379639,0.28880659667777975,32324.6364425638,0.75,0.1281972842270069,0.5200347193567355,0.7668413390839203,0.5412683356669157
64,32,0.0004,0.001,128,50,0.2,40,16,645,8.433577405857742,0.7818087935447693,0.2383066628880826,41241.78777187151,0.3333333333333333,0.12156315332048397,0.2542455941478032,0.7025216346126355,0.352915928853564
64,32,0.0004,0.001,128,50,0.2,50,14,837,10.944037656903765,0.7834771275520325,0.24406882211207856,45865.94701339352,0.16666666666666666,0.11968862072805342,0.28457274795830817,0.6691674226161071,0.3100238644922838
64,32,0.0004,0.001,128,50,0.2,60,14,981,12.826882845188283,0.7865309715270996,0.22815092740152434,45339.29414800145,0.16666666666666666,0.11625733536280944,0.20079435474486496,0.6729661869759357,0.28917113593756916
64,32,0.0004,0.001,128,50,0.2,70,12,1260,16.47489539748954,0.7948682308197021,0.2099764023435097,50730.223425986376,0.0,0.10688962829246951,0.10513895970268261,0.6340812376035999,0.211527456399688
64,32,0.0004,0.001,128,50,0.2,80,11,1390,18.17468619246862,0.7963099479675293,0.21140130570550075,54237.961950028075,0.08333333333333333,0.10526972138479855,0.1126384510815829,0.6087798047920499,0.22750532764794115
64,32,0.0004,0.001,128,50,0.2,90,11,1458,19.063807531380753,0.7976568341255188,0.20799982025648392,55882.667244781864,0.08333333333333333,0.10375636615110248,0.09473589608675746,0.5969164916560225,0.21968552180680395
64,32,0.0004,0.001,128,50,0.2,100,11,1559,20.384414225941423,0.8079444766044617,0.2034473304697163,55566.15139900471,0.08333333333333333,0.09219721729835768,0.07077542352482263,0.5991995308138255,0.2113763762425848
64,32,0.0004,0.001,128,50,0.25,10,22,22,0.28765690376569036,0.7441923022270203,0.3813984607120194,28654.70934040843,0.8333333333333334,0.16382887390222445,1.007360319536944,0.7933126434191937,0.6994587925479239
64,32,0.0004,0.001,128,50,0.25,20,24,93,1.2160041841004186,0.7496163845062256,0.34438493151836164,27465.924831607794,1.0,0.1577343994312072,0.8125522711492718,0.8018873850000383,0.6930435138951293
64,32,0.0004,0.001,128,50,0.25,30,24,205,2.680439330543933,0.7626972794532776,0.3249614441820726,27991.93131478164,1.0,0.14303676465923867,0.7103233904319611,0.7980932830163111,0.6628633595268777
64,32,0.0004,0.001,128,50,0.25,40,17,475,6.210774058577406,0.7656847238540649,0.28221258922007836,38530.044612498146,0.4166666666666667,0.1396800855572304,0.4853294169477808,0.7220815267992431,0.44093942399273023
64,32,0.0004,0.001,128,50,0.25,50,15,615,8.0413179916318,0.7761141657829285,0.2539108288302016,42998.00199296817,0.25,0.12796161147985566,0.33637278331685055,0.6898540039402766,0.35104709968424574
64,32,0.0004,0.001,128,50,0.25,60,14,743,9.714958158995817,0.7815632224082947,0.2526087052529003,45657.48488211031,0.16666666666666666,0.12183907594573633,0.3295195013310542,0.6706710667937629,0.322174077684305
64,32,0.0004,0.001,128,50,0.25,70,14,786,10.277196652719665,0.781146764755249,0.2479953584737951,45254.06279464592,0.16666666666666666,0.12230700589297863,0.30523872880944797,0.6735809635180245,0.31694834122177945
64,32,0.0004,0.001,128,50,0.25,80,13,981,12.826882845188283,0.7824310660362244,0.24052040890045076,46100.51402748986,0.08333333333333333,0.12086397074581533,0.26589688894974084,0.6674754830640887,0.2843924190232445
64,32,0.0004,0.001,128,50,0.25,90,11,1211,15.834205020920503,0.7876842021942139,0.2235732909275091,52251.65903520306,0.08333333333333333,0.11496157056829905,0.17670153119741633,0.623107072745,0.24952587696101217
64,32,0.0004,0.001,128,50,0.25,100,11,1257,16.435669456066947,0.7922059297561646,0.2201614437474622,52779.75289290238,0.08333333333333333,0.10988097780206231,0.15874444077611677,0.6192979144604833,0.24281416659299893
64,32,0.0004,0.001,128,50,0.3,10,19,6,0.07845188284518828,0.7424206137657166,0.43483865833043717,31225.414037151244,0.5833333333333334,0.16581953509470052,1.2886245175286166,0.7747700662809095,0.7031368630593899
64,32,0.0004,0.001,128,50,0.3,20,21,32,0.41841004184100417,0.7524944543838501,0.37113408853163116,30061.39945460449,0.75,0.15450061305185384,0.9533373080612166,0.7831661415727579,0.660251015671457
64,32,0.0004,0.001,128,50,0.3,30,21,155,2.0266736401673637,0.7574413418769836,0.33038305145727037,30876.692543478763,0.75,0.1489423124977712,0.7388581655645808,0.7772854058313419,0.6037714709734234
64,32,0.0004,0.001,128,50,0.3,40,17,373,4.877092050209205,0.7724424004554749,0.2674149049066394,37800.10130415718,0.4166666666666667,0.13208719049946646,0.40744686792968093,0.7273466317794597,0.4208868392188184
64,32,0.0004,0.001,128,50,0.3,50,15,528,6.903765690376569,0.7730388641357422,0.2712953015465796,41712.183857977194,0.25,0.13141700658905373,0.4278700081398926,0.6991286522435548,0.37710391674312527
64,32,0.0004,0.001,128,50,0.3,60,14,627,8.198221757322175,0.7756045460700989,0.27154689202715504,44034.40303981258,0.16666666666666666,0.12853421789876532,0.42919416856397385,0.6823784092593083,0.35169336559717856
64,32,0.0004,0.001,128,50,0.3,70,14,665,8.695083682008368,0.773550271987915,0.2636658142380547,44557.165323507244,0.16666666666666666,0.13084239102481457,0.38771481177923517,0.6786077077926342,0.3409578943158377
64,32,0.0004,0.001,128,50,0.3,80,14,707,9.244246861924687,0.7799339890480042,0.25833940509900455,44397.10036847206,0.16666666666666666,0.12366967522696164,0.35968107946844496,0.6797622615535686,0.33244492072891046
64,32,0.0004,0.001,128,50,0.3,90,14,764,9.989539748953975,0.7850233316421509,0.24984945362179065,44322.558559817444,0.16666666666666666,0.11795131276162824,0.31499712432521393,0.6802999340597715,0.3199787594533201
64,32,0.0004,0.001,128,50,0.3,100,11,1129,14.76202928870293,0.7799858450889587,0.23057658977601833,50785.507062123295,0.08333333333333333,0.12361141001240593,0.2135609988211491,0.6336824749262482,0.2635470542732841
64,32,0.0004,0.001,128,50,0.35,10,16,3,0.03922594142259414,0.7074223160743713,0.576472191112398,21452.506524048644,0.3333333333333333,0.20514346508497602,2.034064163749463,0.8452623681219683,0.8544508325724353
64,32,0.0004,0.001,128,50,0.35,20,19,18,0.23535564853556487,0.7470816373825073,0.39731844169002906,31576.18894055307,0.5833333333333334,0.16058242990729515,1.091149693105416,0.772239915418874,0.6518263429412297
64,32,0.0004,0.001,128,50,0.35,30,18,111,1.4513598326359833,0.7596019506454468,0.35966334476250955,34576.476802782956,0.5,0.14651466219612722,0.8929649724342608,0.7505987408440795,0.5725195938686168
64,32,0.0004,0.001,128,50,0.35,40,19,207,2.706589958158996,0.7637884616851807,0.3110984222061139,33707.310857623896,0.5833333333333334,0.1418107172076622,0.6373601168742836,0.756868063261587,0.5298430576692166
64,32,0.0004,0.001,128,50,0.35,50,16,381,4.981694560669457,0.7644824385643005,0.28075359215604684,39477.792306349365,0.3333333333333333,0.1410309679052803,0.47765048503182544,0.7152453916557808,0.416815044481555
64,32,0.0004,0.001,128,50,0.35,60,15,480,6.2761506276150625,0.7706551551818848,0.2777366774215148,42338.650978450474,0.25,0.13409533125630926,0.4617719864290253,0.6946099243940693,0.38511931051985093
64,32,0.0004,0.001,128,50,0.35,70,14,595,7.779811715481172,0.7746926546096802,0.2778072823769665,43371.95679988077,0.16666666666666666,0.1295588150453032,0.46214359145771844,0.6871566556753456,0.36138143221125846
64,32,0.0004,0.001,128,50,0.35,80,14,612,8.002092050209205,0.7733502388000488,0.273112121509402,43501.525112662006,0.16666666666666666,0.1310671474156755,0.43743221847053687,0.6862220751933995,0.3553470269365696
64,32,0.0004,0.001,128,50,0.35,90,14,650,8.498953974895397,0.7748293876647949,0.2658552062975869,43496.6014395096,0.16666666666666666,0.12940518239910684,0.3992379278820363,0.6862575898090407,0.34539184168921266
64,32,0.0004,0.001,128,50,0.35,100,14,682,8.917364016736402,0.772757351398468,0.26077844001461287,43628.483380603,0.16666666666666666,0.1317333130354292,0.3725181053400677,0.6853063210503345,0.3390561015231245
64,32,0.0004,0.001,128,50,0.4,10,15,1,0.01307531380753138,0.6894627809524536,0.606084703275953,21135.051111501678,0.25,0.225322718030951,2.1899194909260684,0.847552184405642,0.8781985983406653
64,32,0.0004,0.001,128,50,0.4,20,17,4,0.05230125523012552,0.7310897707939148,0.4882170493007735,29983.99892029569,0.4166666666666667,0.17855081933268002,1.569563417372492,0.7837244341606945,0.7371263343831332
64,32,0.0004,0.001,128,50,0.4,30,18,59,0.7714435146443515,0.7537133097648621,0.3924181518896755,33784.559813179876,0.5,0.1531311126237505,1.0653586941561868,0.756310864016157,0.6187001676990236
64,32,0.0004,0.001,128,50,0.4,40,18,137,1.7913179916317992,0.7602689266204834,0.3442888268033355,34854.19988220729,0.5,0.1457652509882209,0.8120464568596605,0.7485955151799912,0.5516018057569682
64,32,0.0004,0.001,128,50,0.4,50,17,267,3.4911087866108788,0.7629423141479492,0.31413954256047005,36703.89539501755,0.4166666666666667,0.14276144477758515,0.6533660134761582,0.7352536008900771,0.4870119314526218
64,32,0.0004,0.001,128,50,0.4,60,16,356,4.654811715481171,0.7728714346885681,0.28341946654284944,39216.263612213916,0.3333333333333333,0.13160512956340661,0.4916814028571023,0.7171318066886025,0.4184379181106112
64,32,0.0004,0.001,128,50,0.4,70,15,461,6.027719665271967,0.7601534128189087,0.28116723455004133,41630.042800766605,0.25,0.1458950417765071,0.4798275502633754,0.6997211383783789,0.39386093260456534
64,32,0.0004,0.001,128,50,0.4,80,15,485,6.34152719665272,0.7662410140037537,0.27693710689342516,41979.05079528156,0.25,0.13905504044522063,0.45756372049171135,0.69720373228799,0.3859556233062305
64,32,0.0004,0.001,128,50,0.4,90,14,585,7.649058577405858,0.7702807784080505,0.2800887198333319,43224.64278705617,0.16666666666666666,0.13451597931679715,0.47415115701753624,0.68821923647267,0.3658882598684175
64,32,0.0004,0.001,128,50,0.4,100,14,608,7.949790794979079,0.7701680660247803,0.27434680932253924,43248.09409462014,0.16666666666666666,0.13464262244406713,0.4439305753817855,0.6880500814234535,0.35832248647899323
64,32,0.0004,0.001,128,50,0.45,10,12,1,0.01307531380753138,0.6281291246414185,0.8841102922062646,14909.52332088867,0.0,0.2942369386051478,3.6532120642434975,0.892457120172958,1.209976530755401
64,32,0.0004,0.001,128,50,0.45,20,16,1,0.01307531380753138,0.7241217494010925,0.5358776519512457,27265.554589521562,0.3333333333333333,0.18638005685270503,1.8204086944802405,0.8033326621160012,0.78586368669557
64,32,0.0004,0.001,128,50,0.45,30,17,27,0.3530334728033473,0.7305691242218018,0.46033558705861555,30487.809516063866,0.4166666666666667,0.17913581548112165,1.4228188792558714,0.7800904318394816,0.6996779483107852
64,32,0.0004,0.001,128,50,0.45,40,18,73,0.9544979079497908,0.752979576587677,0.3832721925111232,34036.86858054833,0.5,0.15395553192395844,1.0172220658480169,0.7544909526169509,0.6064171375972316
64,32,0.0004,0.001,128,50,0.45,50,19,124,1.6213389121338913,0.7585130333900452,0.379968294067904,32903.8711058956,0.5833333333333334,0.14773816473028634,0.9998331266731789,0.76266330049411,0.6233919813077271
64,32,0.0004,0.001,128,50,0.45,60,17,302,3.948744769874477,0.7686264514923096,0.32486423655203794,36704.30950867512,0.4166666666666667,0.13637477360414657,0.7098117713265155,0.7352506138747076,0.4995259563680091
64,32,0.0004,0.001,128,50,0.45,70,16,364,4.7594142259414225,0.7665502429008484,0.2846150496331902,38804.069038353,0.3333333333333333,0.13870759224623777,0.497973945437843,0.7201049796444393,0.4225299626654634
64,32,0.0004,0.001,128,50,0.45,80,15,444,5.805439330543933,0.7677302360534668,0.28511712650291376,41397.517561349196,0.25,0.13738175724329574,0.5006164552784935,0.7013983505427936,0.3973491407661457
64,32,0.0004,0.001,128,50,0.45,90,15,459,6.001569037656903,0.7619503736495972,0.2824771293542484,41616.78736868748,0.25,0.14387598466337398,0.48672173344341263,0.6998167502439269,0.3951036170876784
64,32,0.0004,0.001,128,50,0.45,100,14,563,7.361401673640168,0.7637554407119751,0.285299276275183,42714.90279512795,0.16666666666666666,0.14184781942474708,0.5015751382904368,0.691896007722504,0.37549640802608863
64,32,0.0004,0.001,128,50,0.5,10,11,1,0.01307531380753138,0.603600025177002,0.8855814900390878,14341.939673737212,0.08333333333333333,0.32179772452022254,3.6609552107320407,0.8965511196016241,1.2406593470468052
64,32,0.0004,0.001,128,50,0.5,20,13,1,0.01307531380753138,0.6540761590003967,0.8405851293918365,16086.638394842892,0.08333333333333333,0.2650829674152846,3.4241322599570343,0.8839665506076988,1.1641287778283378
64,32,0.0004,0.001,128,50,0.5,30,17,1,0.01307531380753138,0.7242893576622009,0.4825549263384554,27716.19793841083,0.4166666666666667,0.1861917329638192,1.539762770202397,0.8000821568871347,0.7356758316800044
64,32,0.0004,0.001,128,50,0.5,40,18,39,0.5099372384937239,0.7513408064842224,0.39697184897681287,33366.11294282945,0.5,0.15579684664694113,1.089325520930594,0.7593291349912625,0.6261128756421994
64,32,0.0004,0.001,128,50,0.5,50,18,85,1.1114016736401673,0.7509908080101013,0.3708307684518662,34104.69478509572,0.5,0.15619010335943673,0.9517408865887694,0.7540017199830312,0.5904831774828093
64,32,0.0004,0.001,128,50,0.5,60,18,146,1.9089958158995817,0.7593966722488403,0.33851970609387855,34798.788215957546,0.5,0.1467453120799547,0.7816826636519923,0.7489952013427381,0.5443557942686712
64,32,0.0004,0.001,128,50,0.5,70,16,316,4.131799163179916,0.7647747993469238,0.29192275492236175,38699.55358027712,0.3333333333333333,0.1407024726439058,0.5364355522229566,0.7208588530652063,0.43283255281635047
64,32,0.0004,0.001,128,50,0.5,80,15,423,5.530857740585774,0.7606347799301147,0.2910464135554208,41007.199660819606,0.25,0.14535417985380367,0.531823229239057,0.704213726337685,0.4078477838576364
64,32,0.0004,0.001,128,50,0.5,90,15,430,5.622384937238493,0.7668928503990173,0.28972577801117055,41063.20533152091,0.25,0.13832264000110414,0.5248725158482661,0.7038097556013823,0.40425122786268813
64,32,0.0004,0.001,128,50,0.5,100,14,540,7.060669456066945,0.7636878490447998,0.2913888245744062,42233.42890300548,0.16666666666666666,0.14192376511820248,0.5336253924968746,0.6953688946690533,0.38439617973769924
64,32,0.0004,0.001,128,50,0.55,10,9,1,0.01307531380753138,0.5809564590454102,0.7697756912447056,11877.241501747956,0.25,0.3472399336568425,3.051451006551082,0.9143290682063803,1.1407550021035762
64,32,0.0004,0.001,128,50,0.55,20,10,1,0.01307531380753138,0.613438606262207,0.7414830001620661,13410.861062603837,0.16666666666666666,0.3107431390312281,2.902542106116137,0.903267020105724,1.070804732979939
64,32,0.0004,0.001,128,50,0.55,30,12,1,0.01307531380753138,0.6560423970222473,0.6527940812709994,18133.696364833275,0.0,0.2628737112109581,2.435758322478944,0.8692010544528195,0.8919582720356803
64,32,0.0004,0.001,128,50,0.55,40,16,5,0.0653765690376569,0.7156408429145813,0.48268536150566327,29552.179558785225,0.3333333333333333,0.1959091652645154,1.5404492710824382,0.7868391613523309,0.7141327327581546
64,32,0.0004,0.001,128,50,0.55,50,16,40,0.5230125523012552,0.7159920930862427,0.4669229582219378,29938.931560227185,0.3333333333333333,0.19551450215028915,1.4574892537996726,0.7840495065043005,0.6925966489468989
64,32,0.0004,0.001,128,50,0.55,60,17,76,0.9937238493723849,0.7279911041259766,0.386447605421033,32574.680221383253,0.4166666666666667,0.18203246727418365,1.033934765373858,0.7650377651212702,0.5994179161089946
64,32,0.0004,0.001,128,50,0.55,70,16,177,2.314330543933054,0.746242105960846,0.33723859203918266,34650.01787862218,0.3333333333333333,0.16152572363949894,0.7749399581009614,0.7500682866564363,0.5049668254325574
64,32,0.0004,0.001,128,50,0.55,80,14,403,5.269351464435147,0.7498404383659363,0.3146191389942743,39535.42886221906,0.16666666666666666,0.15748265352141994,0.6558902052330225,0.7148296572913658,0.4237172956781188
64,32,0.0004,0.001,128,50,0.55,90,14,411,5.3739539748953975,0.7468579411506653,0.31343912055714246,39499.11019177112,0.16666666666666666,0.16083377398801654,0.6496795818796971,0.7150916250503209,0.4230679118961753
64,32,0.0004,0.001,128,50,0.55,100,13,521,6.812238493723849,0.7515365481376648,0.319529557078759,40487.0757643089,0.08333333333333333,0.15557691220487102,0.6817345109408369,0.7079653970312246,0.4071525383775665
64,32,0.0004,0.001,128,50,0.6,10,8,0,0.0,0.6003686189651489,0.7876199998201288,12133.321209336475,0.3333333333333333,0.3254285180166866,3.145368420105941,0.9124819568919124,1.1791530570869684
64,32,0.0004,0.001,128,50,0.6,20,9,0,0.0,0.6343120336532593,0.7683066962673499,14700.397459409112,0.25,0.2872898498277986,3.0437194540386843,0.8939655518582496,1.118743713931183
64,32,0.0004,0.001,128,50,0.6,30,9,0,0.0,0.6343120336532593,0.7683066962673499,14700.397459409112,0.25,0.2872898498277986,3.0437194540386843,0.8939655518582496,1.118743713931183
64,32,0.0004,0.001,128,50,0.6,40,12,2,0.02615062761506276,0.696493923664093,0.5925475513773794,23860.828728579014,0.0,0.21742255768079438,2.1186713230388388,0.8278910612161504,0.7909962354839459
64,32,0.0004,0.001,128,50,0.6,50,15,8,0.10460251046025104,0.7187789082527161,0.47788438229791697,29323.27403503972,0.25,0.19238324915425162,1.5151809594627208,0.7884902643891007,0.6865136182515184
64,32,0.0004,0.001,128,50,0.6,60,15,31,0.4053347280334728,0.7249200940132141,0.46324603615906784,29863.474435320433,0.25,0.1854830404345909,1.4381370324161464,0.7845937812165961,0.6645534635168333
64,32,0.0004,0.001,128,50,0.6,70,14,147,1.922071129707113,0.7440444231033325,0.40614167370757753,32895.14807486664,0.16666666666666666,0.1639950302209747,1.137587756355671,0.7627262200024997,0.557743918311453
64,32,0.0004,0.001,128,50,0.6,80,14,272,3.556485355648536,0.7512670159339905,0.3273568344005818,35653.049839802785,0.16666666666666666,0.1558797573775388,0.722930707371483,0.7428333842828104,0.44707762892462477
64,32,0.0004,0.001,128,50,0.6,90,13,355,4.64173640167364,0.7613542675971985,0.31622544603788855,38263.85361238475,0.08333333333333333,0.1445457667447208,0.6643444528309923,0.72400157119772,0.4040562810266916
64,32,0.0004,0.001,128,50,0.6,100,13,368,4.811715481171548,0.7651309370994568,0.31407857549322676,38210.66007677761,0.08333333333333333,0.1403023178657789,0.6530451341748776,0.724385257911524,0.40026651082137843
64,32,0.0004,0.001,128,50,0.65,10,8,0,0.0,0.6003686189651489,0.7876199998201288,12133.321209336475,0.3333333333333333,0.3254285180166866,3.145368420105941,0.9124819568919124,1.1791530570869684
64,32,0.0004,0.001,128,50,0.65,20,8,0,0.0,0.6003686189651489,0.7876199998201288,12133.321209336475,0.3333333333333333,0.3254285180166866,3.145368420105941,0.9124819568919124,1.1791530570869684
64,32,0.0004,0.001,128,50,0.65,30,8,0,0.0,0.6003686189651489,0.7876199998201288,12133.321209336475,0.3333333333333333,0.3254285180166866,3.145368420105941,0.9124819568919124,1.1791530570869684
64,32,0.0004,0.001,128,50,0.65,40,9,1,0.01307531380753138,0.6183727383613586,0.7635712606257408,12932.110797149011,0.25,0.30519917038049593,3.0187961085565305,0.9067202614439525,1.1201788850952448
64,32,0.0004,0.001,128,50,0.65,50,13,1,0.01307531380753138,0.6824427843093872,0.6074174963601935,22444.84138113538,0.08333333333333333,0.23321035470855372,2.1969341913694396,0.8381046243103772,0.837895625930426
64,32,0.0004,0.001,128,50,0.65,60,14,12,0.15690376569037656,0.6914482712745667,0.5310381818865567,23765.67063794371,0.16666666666666666,0.2230918300285768,1.79493779940293,0.8285774396392235,0.7533184339343492
64,32,0.0004,0.001,128,50,0.65,70,14,19,0.24843096234309622,0.7042191624641418,0.5255144219346779,23911.35385631681,0.16666666666666666,0.2087425140852339,1.7658653786035678,0.8275266218156674,0.742200295292784
64,32,0.0004,0.001,128,50,0.65,80,14,137,1.7913179916317992,0.7289061546325684,0.40481083093231895,25953.425131676497,0.16666666666666666,0.18100432063756366,1.1305833206964155,0.8127970948524156,0.5727628507132654
64,32,0.0004,0.001,128,50,0.65,90,13,314,4.105648535564853,0.754440426826477,0.3294670697290784,37678.82576024467,0.08333333333333333,0.15231412716126175,0.7340372091004127,0.728221396248064,0.42447651646076795
64,32,0.0004,0.001,128,50,0.65,100,13,324,4.2364016736401675,0.7539489269256592,0.3266881266051077,37771.17826138553,0.08333333333333333,0.1528663742408324,0.7194111926584617,0.7275552546338648,0.42079153871662306
64,32,0.0004,0.001,128,50,0.7,10,8,0,0.0,0.6003686189651489,0.7876199998201288,12133.321209336475,0.3333333333333333,0.3254285180166866,3.145368420105941,0.9124819568919124,1.1791530570869684
64,32,0.0004,0.001,128,50,0.7,20,8,0,0.0,0.6003686189651489,0.7876199998201288,12133.321209336475,0.3333333333333333,0.3254285180166866,3.145368420105941,0.9124819568919124,1.1791530570869684
64,32,0.0004,0.001,128,50,0.7,30,8,0,0.0,0.6003686189651489,0.7876199998201288,12133.321209336475,0.3333333333333333,0.3254285180166866,3.145368420105941,0.9124819568919124,1.1791530570869684
64,32,0.0004,0.001,128,50,0.7,40,8,0,0.0,0.6003686189651489,0.7876199998201288,12133.321209336475,0.3333333333333333,0.3254285180166866,3.145368420105941,0.9124819568919124,1.1791530570869684
64,32,0.0004,0.001,128,50,0.7,50,9,0,0.0,0.6227996349334717,0.7625308351704398,12913.841069847596,0.25,0.3002251292882341,3.0133201851075784,0.9068520415850986,1.1175993389952277
64,32,0.0004,0.001,128,50,0.7,60,12,0,0.0,0.6926546692848206,0.6446984078981822,23283.668626309216,0.0,0.22173632664626905,2.3931495152535907,0.8320541359291027,0.8617349944572406
64,32,0.0004,0.001,128,50,0.7,70,14,5,0.0653765690376569,0.6916876435279846,0.5346643595455471,23500.081990189363,0.16666666666666666,0.22282287244046672,1.814022944976564,0.8304931392504148,0.7585014058335281
64,32,0.0004,0.001,128,50,0.7,80,13,88,1.1506276150627615,0.7108209729194641,0.49936157926722075,25406.700676024575,0.08333333333333333,0.20132474952869203,1.6282188382485303,0.8167406362498998,0.6824043893401138
64,32,0.0004,0.001,128,50,0.7,90,13,218,2.8504184100418413,0.7247104048728943,0.40016843947160435,27231.889578026738,0.08333333333333333,0.18571864621023115,1.1061496814294967,0.8035754889460509,0.544694287479778
64,32,0.0004,0.001,128,50,0.7,100,12,307,4.014121338912134,0.7283799052238464,0.39821832633594617,29439.22149639898,0.0,0.18159561210803774,1.0958859280839273,0.7876539315543856,0.5162838679365876
64,32,0.0004,0.01,128,50,0.2,10,20,26,0.33995815899581594,0.5965461134910583,0.5707868090437791,9484.00990650365,0.6666666666666666,0.3297234679875749,2.004141100230416,0.9315915260533758,0.9830306902345083
64,32,0.0004,0.01,128,50,0.2,20,22,153,2.0005230125523012,0.6126378178596497,0.4810788097360618,10168.119011002023,0.8333333333333334,0.3116429012812925,1.531993735452957,0.9266570246860129,0.9009067486883989
64,32,0.0004,0.01,128,50,0.2,30,19,283,3.700313807531381,0.6160207986831665,0.474101262648623,11594.079410595768,0.5833333333333334,0.3078417992323972,1.4952698034138052,0.9163715256401259,0.8257041154049154
64,32,0.0004,0.01,128,50,0.2,40,16,450,5.883891213389121,0.6334052085876465,0.45280294334750537,13142.605790542257,0.3333333333333333,0.2883087543959028,1.383173386039502,0.9052019541653442,0.7275043569835205
64,32,0.0004,0.01,128,50,0.2,50,14,625,8.172071129707113,0.6367672085762024,0.4465351331014385,14262.107475153301,0.16666666666666666,0.28453122631887373,1.3501849110602027,0.8971269518635858,0.6746274389773322
64,32,0.0004,0.01,128,50,0.2,60,13,769,10.054916317991632,0.6411370038986206,0.4518507954489296,14876.87993011189,0.08333333333333333,0.2796213439341342,1.3781620813101556,0.8926925780193222,0.6584523341492363
64,32,0.0004,0.01,128,50,0.2,70,12,914,11.950836820083682,0.6554997563362122,0.42008125784083256,15778.203739589906,0.0,0.2634834198469526,1.2109539886359608,0.8861912998736861,0.5901571770891498
64,32,0.0004,0.01,128,50,0.2,80,11,1053,13.768305439330545,0.656502902507782,0.4222178027300112,16736.769970987327,0.08333333333333333,0.2623562893170989,1.222198961736901,0.8792771302647218,0.6117914286630137
64,32,0.0004,0.01,128,50,0.2,90,10,1269,16.592573221757323,0.6633309125900269,0.40829304342828737,17392.479049623704,0.16666666666666666,0.25468436787637433,1.148910754885723,0.8745474792136719,0.611202317160609
64,32,0.0004,0.01,128,50,0.2,100,10,1397,18.26621338912134,0.6650902628898621,0.3888383236916254,17300.403999496044,0.16666666666666666,0.25270756978667186,1.046517493113818,0.8752116195646297,0.5852758372829465
64,32,0.0004,0.01,128,50,0.25,10,18,10,0.1307531380753138,0.4160546362400055,0.5839314144789186,3753.034108566237,0.5,0.5325228806292073,2.0733232340995715,0.9729292421066972,1.019693839208869
64,32,0.0004,0.01,128,50,0.25,20,18,76,0.9937238493723849,0.6088049411773682,0.5739141426529115,10362.649970605818,0.5,0.31594950429509194,2.0206007508047974,0.9252538665057645,0.9404510304014135
64,32,0.0004,0.01,128,50,0.25,30,18,167,2.1835774058577404,0.6042125225067139,0.5618287166752036,10313.347348165984,0.5,0.32110952527335523,1.9569932456589665,0.9256094879355103,0.925928064716958
64,32,0.0004,0.01,128,50,0.25,40,18,248,3.2426778242677825,0.634799063205719,0.4687841765093476,11858.614461191783,0.5,0.2867426256115517,1.467285139522882,0.9144634256597308,0.7921227976985412
64,32,0.0004,0.01,128,50,0.25,50,15,462,6.040794979079498,0.6285228729248047,0.4835650248215041,13527.69159119777,0.25,0.29379452480359025,1.5450790780079162,0.902424317678135,0.7478244801224103
64,32,0.0004,0.01,128,50,0.25,60,14,543,7.09989539748954,0.6314364075660706,0.46601736107660807,14207.359146697061,0.16666666666666666,0.2905208903752016,1.4527229530347794,0.8975218533491116,0.7018580908564398
64,32,0.0004,0.01,128,50,0.25,70,13,687,8.982740585774058,0.626957893371582,0.46970868698622237,14808.90494907577,0.08333333333333333,0.2955529287959753,1.4721509841380125,0.8931828837829257,0.6860550325125616
64,32,0.0004,0.01,128,50,0.25,80,12,801,10.473326359832635,0.6557353734970093,0.4423947630174101,15814.796731158178,0.0,0.26321868146403454,1.3283934895653162,0.8859273534275093,0.619384881114215
64,32,0.0004,0.01,128,50,0.25,90,11,925,12.094665271966527,0.6550401449203491,0.44979899990570243,16731.777434124808,0.08333333333333333,0.26399983716814707,1.367363157398434,0.8793131415965585,0.6485023673741181
64,32,0.0004,0.01,128,50,0.25,100,11,968,12.656903765690378,0.6571170091629028,0.43858747247711316,16691.636611083457,0.08333333333333333,0.261666281839435,1.3083551183005955,0.8796026786673009,0.6332393530351662
64,32,0.0004,0.01,128,50,0.3,10,16,2,0.02615062761506276,0.3920390009880066,0.5638455951092811,3796.102127339869,0.3333333333333333,0.5595067404629139,1.9676083953120058,0.9726185910773063,0.9582667650463899
64,32,0.0004,0.01,128,50,0.3,20,16,31,0.4053347280334728,0.40899330377578735,0.528187979879631,4065.6187243309505,0.3333333333333333,0.5404569620496772,1.7799367362085838,0.970674559039676,0.9061003976578176
64,32,0.0004,0.01,128,50,0.3,30,14,118,1.542887029288703,0.4176563024520874,0.5437701033333344,4510.029856963931,0.16666666666666666,0.5307232556718119,1.8619479122807074,0.9674690069906987,0.8817017104024711
64,32,0.0004,0.01,128,50,0.3,40,17,184,2.405857740585774,0.6101366877555847,0.5613673813615467,10868.63372327991,0.4166666666666667,0.31445315982518574,1.9545651650607723,0.9216041891326435,0.9018222951713171
64,32,0.0004,0.01,128,50,0.3,50,16,307,4.014121338912134,0.6451055407524109,0.46440331687731873,12956.285758900125,0.3333333333333333,0.2751623137613361,1.4442279835648353,0.9065458866533929,0.7398173793282243
