hidden_1,hidden_2,learning_rate,beta,batch_size,epochs,epsilon,min_samples,clusters,outliers,outlier_percentage,silhouette,dbi,chi,cluster_error,silhouette_error,dbi_error,chi_error,matching_error
32,16,0.0002,0.01,128,50,0.2,70,2,199,2.601987447698745,0.7478398680686951,0.3507507515871567,40380.08452014967,0.8333333333333334,0.15973048531607298,0.8460565873008247,0.708737128378064,0.6369643835820737
32,16,0.0002,0.01,128,50,0.2,80,3,252,3.2949790794979084,0.5488170981407166,0.5236738309015762,21036.636516013372,0.75,0.3833515751227904,1.7561780573767165,0.8482620521048324,0.9344479211510849
32,16,0.0002,0.01,128,50,0.2,90,2,346,4.5240585774058575,0.7596530318260193,0.33487299712940855,41490.592720458844,0.8333333333333334,0.1464572676112143,0.7624894585758344,0.7007269963730071,0.6107517639733473
32,16,0.0002,0.01,128,50,0.2,100,2,377,4.929393305439331,0.7634412050247192,0.3325416538980632,41630.8767199622,0.8333333333333334,0.14220089323065255,0.750219231042438,0.69971512329192,0.606367145224586
32,16,0.0002,0.01,128,50,0.25,10,2,11,0.14382845188284518,0.7433562874794006,0.37073023316280224,38038.98936255899,0.8333333333333334,0.16476821631528019,0.9512117534884328,0.725623524393402,0.6687342068826121
32,16,0.0002,0.01,128,50,0.25,20,2,23,0.30073221757322177,0.744962215423584,0.3686963445082412,38449.63484449185,0.8333333333333334,0.16296380289484946,0.9405070763591641,0.7226615250883572,0.664866434418926
32,16,0.0002,0.01,128,50,0.25,30,2,30,0.3922594142259414,0.7436606287956238,0.36753576433336327,38608.64352089539,0.8333333333333334,0.164426259780198,0.9343987596492803,0.7215145902997737,0.6634182357656464
32,16,0.0002,0.01,128,50,0.25,40,2,41,0.5360878661087867,0.7432339191436768,0.36608576094062184,38862.39057214805,0.8333333333333334,0.1649057088273295,0.9267671628453781,0.7196843045118237,0.6611726273794661
32,16,0.0002,0.01,128,50,0.25,50,2,62,0.8106694560669456,0.7455270290374756,0.3634180105199079,39215.70674992071,0.8333333333333334,0.162329180856769,0.9127263711574101,0.7171358233545543,0.6563811771755167
32,16,0.0002,0.01,128,50,0.25,60,2,72,0.9414225941422595,0.7478585839271545,0.3622095032690934,39324.47154115258,0.8333333333333334,0.1597094562616241,0.9063658066794389,0.7163512993546169,0.6539399739072533
32,16,0.0002,0.01,128,50,0.25,70,2,88,1.1506276150627615,0.748257040977478,0.36057809875109903,39608.47789951256,0.8333333333333334,0.15926175171069887,0.8977794671110475,0.7143027521938614,0.6511693260872353
32,16,0.0002,0.01,128,50,0.25,80,2,98,1.2813807531380754,0.7505829930305481,0.3595236053252956,39738.92536093608,0.8333333333333334,0.15664832243758642,0.892229501712082,0.7133618303839765,0.6488932469667446
