hidden_layer_1,hidden_layer_2,learning_rate,beta,epsilon_multiplier,epsilon,silhouette_score,davies_bouldin_index,calinski_harabasz_index
256,128,0.0006,0.05,0.9,0.42236587931800557,0.3140607476234436,0.5055846287932667,234.00986616307557
256,128,0.0006,0.05,1.0,0.46929542146445063,0.433756023645401,0.41738353564361264,265.50655608288355
256,128,0.0006,0.1,0.8,0.23638948277188435,0.8608886003494263,0.3022107355368334,45008.01388861112
256,128,0.0006,0.1,0.9,0.2659381681183699,0.8368135094642639,0.3702567711487226,36806.25931801418
256,128,0.0006,0.1,1.0,0.2954868534648554,0.8102249503135681,0.4331572360308522,27990.344075187186
256,128,0.0006,0.15,0.8,0.1465367445173625,0.7670630812644958,0.2863089154018663,22246.45736609457
256,128,0.0006,0.15,0.9,0.16485383758203281,0.7665115594863892,0.2869658015425734,22201.114299161294
256,128,0.0006,0.15,1.0,0.18317093064670312,0.7665115594863892,0.2869658015425734,22201.114299161294
256,128,0.0006,0.2,0.8,0.10935380330871747,0.9310136437416077,0.22028583303148164,379199.2108770857
256,128,0.0006,0.2,0.9,0.12302302872230715,0.924521267414093,0.28602427087255555,265131.13272177783
256,128,0.0006,0.2,1.0,0.13669225413589683,0.924521267414093,0.28602427087255555,265131.13272177783
256,128,0.0006,0.25,0.8,0.02332767615803482,0.9027693867683411,0.16311519463674476,564738.0801860671
256,128,0.0006,0.25,0.9,0.02624363567778917,0.9022390842437744,0.1632358334332331,551670.5674470926
256,128,0.0006,0.25,1.0,0.029159595197543523,0.9016613960266113,0.16336802177247617,537055.9867238196
256,128,0.0007,0.01,0.8,0.5258654701180338,0.39516007900238037,0.6482577010578635,274.8957142600017
256,128,0.0007,0.01,0.9,0.591598653882788,,,
256,128,0.0007,0.01,1.0,0.6573318376475422,,,
256,128,0.0007,0.05,0.8,0.34152855011442385,0.1616547554731369,0.5368865584722191,427.6919388623621
256,128,0.0007,0.05,0.9,0.38421961887872685,0.2874361574649811,0.5128011586178555,390.5605047370013
256,128,0.0007,0.05,1.0,0.4269106876430298,0.4058299660682678,0.452617070089826,222.3644624120609
256,128,0.0007,0.1,0.8,0.21086432870379307,0.6786512732505798,0.3790675618980167,9325.302281520582
256,128,0.0007,0.1,0.9,0.2372223697917672,0.6410423517227173,0.44543836496043643,8841.440345549607
256,128,0.0007,0.1,1.0,0.2635804108797413,0.6239302754402161,0.4522824107438757,8884.35365611763
256,128,0.0007,0.15,0.8,0.2757073727950214,0.891731858253479,0.3571789560048394,54181.64386147362
256,128,0.0007,0.15,0.9,0.31017079439439904,0.8261445164680481,0.43397285037240535,17047.22525258656
256,128,0.0007,0.15,1.0,0.3446342159937767,0.8130638599395752,0.4625262564606397,13701.925094043943
256,128,0.0007,0.2,0.8,0.028559238829106326,0.8248310685157776,0.20222623706386755,81571.13050130784
256,128,0.0007,0.2,0.9,0.03212914368274462,0.823354184627533,0.2026595087526278,80161.21191428782
256,128,0.0007,0.2,1.0,0.03569904853638291,0.8222407698631287,0.20297543969954648,79067.6721634371
256,128,0.0007,0.25,0.8,0.015126755035027046,0.9259098768234253,0.07790664821555278,542327.9829027529
256,128,0.0007,0.25,0.9,0.017017599414405428,0.925311267375946,0.07828456860267191,534056.4896338899
256,128,0.0007,0.25,1.0,0.018908443793783807,0.9247094988822937,0.07863194135285162,524216.3948045112
256,128,0.0008,0.01,0.8,0.39674198790494764,0.44448256492614746,0.42274556326292817,266.4569178115628
256,128,0.0008,0.01,0.9,0.4463347363930661,0.43326643109321594,0.44938245195045673,291.2083664117328
256,128,0.0008,0.01,1.0,0.49592748488118454,0.4542747735977173,0.5043209092682911,496.31064879311737
256,128,0.0008,0.05,0.8,0.430692688259035,0.4082055687904358,0.4386649680133212,239.14344916488514
256,128,0.0008,0.05,0.9,0.4845292742914144,,,
256,128,0.0008,0.05,1.0,0.5383658603237937,,,
256,128,0.0008,0.1,0.8,0.24303804567882814,0.5999804139137268,0.4784367716431362,6226.731147026797
256,128,0.0008,0.1,0.9,0.27341780138868166,0.5260916948318481,0.5907866787722338,6307.13723494035
256,128,0.0008,0.1,1.0,0.3037975570985352,0.5035384297370911,0.6074345479040113,6028.642807422102
256,128,0.0008,0.15,0.8,0.22430554727782584,0.9217190146446228,0.3002935210188375,86533.3938414108
256,128,0.0008,0.15,0.9,0.25234374068755405,0.9217190146446228,0.3002935210188375,86533.3938414108
256,128,0.0008,0.15,1.0,0.2803819340972823,0.8946927785873413,0.38223050754393934,44529.8493397402
256,128,0.0008,0.2,0.8,0.28707040467400374,0.8572517037391663,0.3715021879941177,50691.63268932795
256,128,0.0008,0.2,0.9,0.32295420525825425,0.8486714959144592,0.39986438926361917,41161.761975643676
256,128,0.0008,0.2,1.0,0.3588380058425047,0.8224731683731079,0.4187718474302369,24232.128831382688
256,128,0.0008,0.25,0.8,0.15416130435087164,0.9334794878959656,0.2382718027450068,333242.54065415135
256,128,0.0008,0.25,0.9,0.1734314673947306,0.9328486323356628,0.24276419132159646,326658.2677360132
256,128,0.0008,0.25,1.0,0.19270163043858954,0.902180016040802,0.318430224270178,130840.58973504449
256,128,0.0009,0.01,0.8,0.49323932986602553,0.4556686282157898,0.4860772159077802,580.4657708749271
256,128,0.0009,0.01,0.9,0.5548942460992787,,,
256,128,0.0009,0.01,1.0,0.6165491623325319,,,
256,128,0.0009,0.05,0.8,0.3798394614967424,0.2961004972457886,0.5851913556076124,1314.6353307306056
256,128,0.0009,0.05,0.9,0.4273193941838352,0.41184455156326294,0.4377018144838449,263.9374922129475
256,128,0.0009,0.05,1.0,0.47479932687092796,0.4042716324329376,0.4843358612823949,301.41069774541484
256,128,0.0009,0.1,0.8,0.23067737955481493,0.6737761497497559,0.4263207055177983,7904.555352570071
256,128,0.0009,0.1,0.9,0.2595120519991668,0.6609153747558594,0.4823325443817767,8294.407917464692
256,128,0.0009,0.1,1.0,0.28834672444351866,0.5695227980613708,0.5498396814414472,7013.8119857612155
256,128,0.0009,0.15,0.8,0.3042160182489778,0.8199228644371033,0.4987815083911165,13273.553357060751
256,128,0.0009,0.15,0.9,0.34224302053010003,0.8158366084098816,0.45616703376010104,12920.475694920924
256,128,0.0009,0.15,1.0,0.38027002281122224,0.7193654775619507,0.49578222858080156,6799.521293838623
256,128,0.0009,0.2,0.8,0.15016678540779974,0.9356160759925842,0.2506382184361892,407809.9524970821
256,128,0.0009,0.2,0.9,0.1689376335837747,0.9332032799720764,0.27267451970110407,362347.3264866756
256,128,0.0009,0.2,1.0,0.18770848175974966,0.9208139181137085,0.296735090681314,217120.67257337092
256,128,0.0009,0.25,0.8,0.27131041723542115,0.895636796951294,0.3315320411477082,71234.60343365387
256,128,0.0009,0.25,0.9,0.3052242193898488,0.7968795895576477,0.4170751476421614,18560.076332938377
256,128,0.0009,0.25,1.0,0.3391380215442764,0.7884080410003662,0.43025296781317623,16981.76096425359
256,128,0.001,0.01,0.8,0.39989409633403145,0.3329605162143707,0.5186828107589948,224.34234351744954
256,128,0.001,0.01,0.9,0.4498808583757854,,,
256,128,0.001,0.01,1.0,0.4998676204175393,,,
256,128,0.001,0.05,0.8,0.3394564372316426,0.29813435673713684,0.5796214601619607,1342.3699841322923
256,128,0.001,0.05,0.9,0.38188849188559787,0.2838743329048157,0.5583229169880319,1080.499395861829
256,128,0.001,0.05,1.0,0.4243205465395532,0.3727598488330841,0.7871419088615398,2292.6142094490515
256,128,0.001,0.1,0.8,0.45968353786599475,0.28762972354888916,1.0048927077935117,1812.6331939241388
256,128,0.001,0.1,0.9,0.5171439800992441,0.15902088582515717,0.5533738655198138,574.7851526541795
256,128,0.001,0.1,1.0,0.5746044223324934,0.32277417182922363,0.5140977358604786,173.56489847215482
256,128,0.001,0.15,0.8,0.29132436064762696,0.9092015624046326,0.31770195106007915,91093.38714518523
256,128,0.001,0.15,0.9,0.3277399057285803,0.8395441770553589,0.42127932869282764,21191.026064488255
256,128,0.001,0.15,1.0,0.36415545080953365,0.8095601797103882,0.4587167280009315,14048.860119457548
256,128,0.001,0.2,0.8,0.1744866305107381,0.9127792119979858,0.29034652036475506,202172.7716708917
256,128,0.001,0.2,0.9,0.19629745932458034,0.8758336305618286,0.3759187846293715,76329.57426422823
256,128,0.001,0.2,1.0,0.2181082881384226,0.8634159564971924,0.4056698547600064,56549.4469274906
256,128,0.001,0.25,0.8,0.18123693562276233,0.951768159866333,0.16515106393371587,567286.9894753061
256,128,0.001,0.25,0.9,0.20389155257560762,0.9442585706710815,0.2560548555925935,430141.2989491085
256,128,0.001,0.25,1.0,0.2265461695284529,0.927509605884552,0.300423591351774,171993.10884520324
