perplexity,epsilon,min_samples,clusters,outliers,outlier_percentage,silhouette,dbi,chi,cluster_error,silhouette_error,dbi_error,chi_error,matching_error
10,6.0,90,12,5652,73.90167364016736,0.7445170879364014,0.3553406955797465,19289.86706939233,0.45454545454545453,0.11121953423343481,0.42136278231898605,1.2491039164750422,0.5590579218932294
10,6.0,100,11,6247,81.68148535564853,0.7828162908554077,0.3025609639801186,18442.599446658496,0.5,0.16838252366478756,0.21024385592047445,1.150316666063306,0.507235761412142
10,6.5,10,37,11,0.14382845188284518,0.35240277647972107,0.5090188924945495,1862.17906695093,0.6818181818181818,0.474025706746685,1.0360755699781978,0.7828790515978856,0.7436996275352374
10,6.5,20,33,92,1.202928870292887,0.3872385621070862,0.4927731437019803,2047.5906860739522,0.5,0.4220319968550953,0.9710925748079211,0.7612609659351157,0.663596384399533
10,6.5,30,29,275,3.5957112970711296,0.39492902159690857,0.48782952530034696,2229.0581793742504,0.3181818181818182,0.41055369910909173,0.9513181012013878,0.740102746004082,0.6050390911240949
10,6.5,40,24,459,6.001569037656903,0.3904688060283661,0.4593603378269346,2583.774697651636,0.09090909090909091,0.4172107372710954,0.8374413513077383,0.6987445392509657,0.5110764296847226
10,6.5,50,22,585,7.649058577405858,0.40903541445732117,0.46764191522090354,2766.192158956861,0.0,0.38949938140698337,0.8705676608836141,0.6774755577085262,0.48438564999978095
10,6.5,60,20,972,12.709205020920503,0.3487168550491333,0.47607206552606707,3211.8434425103383,0.09090909090909091,0.47952708201621896,0.9042882621042683,0.6255148032037606,0.5250598095583348
10,6.5,70,18,1851,24.202405857740587,0.3646755814552307,0.482639289022334,4032.818894865921,0.18181818181818182,0.4557080873802527,0.930557156089336,0.5297930909399873,0.5244691290569394
10,6.5,80,19,3336,43.61924686192469,0.5356209874153137,0.5179921309335235,10230.854924419073,0.13636363636363635,0.20056569042490494,1.071968523734094,0.19286751933660562,0.40044134246481017
10,6.5,90,17,4587,59.97646443514645,0.6839573979377747,0.4415254252731901,15181.010458930621,0.22727272727272727,0.020831937220559132,0.7661017010927604,0.770031382611546,0.4460594370493982
10,6.5,100,12,5466,71.46966527196653,0.7327684760093689,0.36533007815424234,17702.650008728004,0.45454545454545453,0.09368429255129679,0.4613203126169694,1.0640421897874357,0.5183980623752891
